"AverageShortestPathLength","Betweenness","Closeness","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","Eigenvector","Interactor Type","IsSingleNode","name","PartnerOfMultiEdgedNodePairs","selected","SelfLoops","shared name","Short Label","Species (NCBI TAX ID)","Species Full Name","Species Short Label","Stress","Subgragh","synonym","systematic name"
,,,,,,,,"ribonucleic acid",,"KPNA2",,"false",,"KPNA2","KPNA2","9606","Homo sapiens","Human",,,"SRP1alpha",""
,,,,,,,,"ribonucleic acid",,"DDX5",,"false",,"DDX5","DDX5","9606","Homo sapiens","Human",,,"p68",""
,,,,,,,,"ribonucleic acid",,"RNFT1",,"false",,"RNFT1","RNFT1","9606","Homo sapiens","Human",,,"","PTD016"
,,,,,,,,"ribonucleic acid",,"CLTC",,"false",,"CLTC","CLTC","9606","Homo sapiens","Human",,,"Hc",""
,,,,,,,,"ribonucleic acid",,"NMT1",,"false",,"NMT1","NMT1","9606","Homo sapiens","Human",,,"NMT",""
,,,,,,,,"ribonucleic acid",,"GRN",,"false",,"GRN","GRN","9606","Homo sapiens","Human",,,"PGRN",""
,,,,,,,,"ribonucleic acid",,"ASB16-AS1",,"false",,"ASB16-AS1","ASB16-AS1","9606","Homo sapiens","Human",,,"C17orf65",""
,,,,,,,,"ribonucleic acid",,"MEOX1",,"false",,"MEOX1","MEOX1","9606","Homo sapiens","Human",,,"MOX1",""
,,,,,,,,"ribonucleic acid",,"MLX",,"false",,"MLX","MLX","9606","Homo sapiens","Human",,,"bHLHd13",""
,,,,,,,,"ribonucleic acid",,"ERBB2",,"false",,"ERBB2","ERBB2","9606","Homo sapiens","Human",,,"TKR1",""
,,,,,,,,"ribonucleic acid",,"DUSP14",,"false",,"DUSP14","DUSP14","9606","Homo sapiens","Human",,,"MKP6",""
,,,,,,,,"ribonucleic acid",,"AATF",,"false",,"AATF","AATF","9606","Homo sapiens","Human",,,"DED","HSPC277"
,,,,,,,,"ribonucleic acid",,"RHOT1",,"false",,"RHOT1","RHOT1","9606","Homo sapiens","Human",,,"MIRO1",""
,,,,,,,,"ribonucleic acid",,"NF1",,"false",,"NF1","NF1","9606","Homo sapiens","Human",,,"WSS",""
,,,,,,,,"ribonucleic acid",,"TNFAIP1",,"false",,"TNFAIP1","TNFAIP1","9606","Homo sapiens","Human",,,"hBACURD2",""
,,,,,,,,"ribonucleic acid",,"SPECC1",,"false",,"SPECC1","SPECC1","9606","Homo sapiens","Human",,,"NSP",""
,,,,,,,,"ribonucleic acid",,"SENP3",,"false",,"SENP3","SENP3","9606","Homo sapiens","Human",,,"Ulp1",""
,,,,,,,,"ribonucleic acid",,"MTHFSD",,"false",,"MTHFSD","MTHFSD","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"ZNF23",,"false",,"ZNF23","ZNF23","9606","Homo sapiens","Human",,,"Zfp612",""
,,,,,,,,"ribonucleic acid",,"DDX19A",,"false",,"DDX19A","DDX19A","9606","Homo sapiens","Human",,,"DDX19L",""
,,,,,,,,"ribonucleic acid",,"PSKH1",,"false",,"PSKH1","PSKH1","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"SHCBP1",,"false",,"SHCBP1","SHCBP1","9606","Homo sapiens","Human",,,"PAL",""
,,,,,,,,"ribonucleic acid",,"RNF40",,"false",,"RNF40","RNF40","9606","Homo sapiens","Human",,,"STARING",""
,,,,,,,,"ribonucleic acid",,"DCTPP1",,"false",,"DCTPP1","DCTPP1","9606","Homo sapiens","Human",,,"XTP3TPA","CDA03"
,,,,,,,,"ribonucleic acid",,"ARHGAP17",,"false",,"ARHGAP17","ARHGAP17","9606","Homo sapiens","Human",,,"WBP15","hCG_1984576"
,,,,,,,,"ribonucleic acid",,"ANKS3",,"false",,"ANKS3","ANKS3","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"TRAP1",,"false",,"TRAP1","TRAP1","9606","Homo sapiens","Human",,,"TRAP-1",""
,,,,,,,,"ribonucleic acid",,"IQGAP1",,"false",,"IQGAP1","IQGAP1","9606","Homo sapiens","Human",,,"p195",""
,,,,,,,,"ribonucleic acid",,"SIN3A",,"false",,"SIN3A","SIN3A","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"ULK3",,"false",,"ULK3","ULK3","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"MAP2K5",,"false",,"MAP2K5","MAP2K5","9606","Homo sapiens","Human",,,"PRKMK5",""
,,,,,,,,"ribonucleic acid",,"SPATA5L1",,"false",,"SPATA5L1","SPATA5L1","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"UBR1",,"false",,"UBR1","UBR1","9606","Homo sapiens","Human",,,"JBS",""
,,,,,,,,"ribonucleic acid",,"HAUS2",,"false",,"HAUS2","HAUS2","9606","Homo sapiens","Human",,,"HsT17025",""
,,,,,,,,"ribonucleic acid",,"ZNF106",,"false",,"ZNF106","ZNF106","9606","Homo sapiens","Human",,,"ZNF474",""
,,,,,,,,"ribonucleic acid",,"ARHGAP11A",,"false",,"ARHGAP11A","ARHGAP11A","9606","Homo sapiens","Human",,,"GAP (1-12)","RP11-1000B6.5"
,,,,,,,,"ribonucleic acid",,"CEP128",,"false",,"CEP128","CEP128","9606","Homo sapiens","Human",,,"LEDP/132",""
,,,,,,,,"ribonucleic acid",,"SNW1",,"false",,"SNW1","SNW1","9606","Homo sapiens","Human",,,"SKIP",""
,,,,,,,,"ribonucleic acid",,"POLE2",,"false",,"POLE2","POLE2","9606","Homo sapiens","Human",,,"DPE2",""
,,,,,,,,"ribonucleic acid",,"CHD8",,"false",,"CHD8","CHD8","9606","Homo sapiens","Human",,,"HELSNF1",""
,,,,,,,,"ribonucleic acid",,"RAB20",,"false",,"RAB20","RAB20","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"TPP2",,"false",,"TPP2","TPP2","9606","Homo sapiens","Human",,,"TPP-2","RP11-29B2.2"
,,,,,,,,"ribonucleic acid",,"LNX2",,"false",,"LNX2","LNX2","9606","Homo sapiens","Human",,,"PDZRN1",""
,,,,,,,,"ribonucleic acid",,"COQ5",,"false",,"COQ5","COQ5","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"RBM19",,"false",,"RBM19","RBM19","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"TDG",,"false",,"TDG","TDG","9606","Homo sapiens","Human",,,"hTDG",""
,,,,,,,,"ribonucleic acid",,"KRR1",,"false",,"KRR1","KRR1","9606","Homo sapiens","Human",,,"RIP-1",""
,,,,,,,,"ribonucleic acid",,"CCT2",,"false",,"CCT2","CCT2","9606","Homo sapiens","Human",,,"TCP-1-beta",""
,,,,,,,,"ribonucleic acid",,"USP15",,"false",,"USP15","USP15","9606","Homo sapiens","Human",,,"UNPH4",""
,,,,,,,,"ribonucleic acid",,"DCTN2",,"false",,"DCTN2","DCTN2","9606","Homo sapiens","Human",,,"RBP50",""
,,,,,,,,"ribonucleic acid",,"HOXC10",,"false",,"HOXC10","HOXC10","9606","Homo sapiens","Human",,,"HOX3I",""
,,,,,,,,"ribonucleic acid",,"TARBP2",,"false",,"TARBP2","TARBP2","9606","Homo sapiens","Human",,,"TRBP2",""
,,,,,,,,"ribonucleic acid",,"SP1",,"false",,"SP1","SP1","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"IPO8",,"false",,"IPO8","IPO8","9606","Homo sapiens","Human",,,"RANBP8",""
,,,,,,,,"ribonucleic acid",,"ITPR2",,"false",,"ITPR2","ITPR2","9606","Homo sapiens","Human",,,"IP3R2",""
,,,,,,,,"ribonucleic acid",,"CLSTN3",,"false",,"CLSTN3","CLSTN3","9606","Homo sapiens","Human",,,"alcbeta",""
,,,,,,,,"ribonucleic acid",,"ARHGAP32",,"false",,"ARHGAP32","ARHGAP32","9606","Homo sapiens","Human",,,"p250GAP",""
,,,,,,,,"ribonucleic acid",,"CUL5",,"false",,"CUL5","CUL5","9606","Homo sapiens","Human",,,"VACM1",""
,,,,,,,,"ribonucleic acid",,"ALG8",,"false",,"ALG8","ALG8","9606","Homo sapiens","Human",,,"CDG1H","HUSSY-02"
,,,,,,,,"ribonucleic acid",,"XRRA1",,"false",,"XRRA1","XRRA1","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"P4HA3",,"false",,"P4HA3","P4HA3","9606","Homo sapiens","Human",,,"","UNQ711/PRO1374"
,,,,,,,,"ribonucleic acid",,"ARHGEF17",,"false",,"ARHGEF17","ARHGEF17","9606","Homo sapiens","Human",,,"p164-RhoGEF",""
,,,,,,,,"ribonucleic acid",,"INPPL1",,"false",,"INPPL1","INPPL1","9606","Homo sapiens","Human",,,"SHIP2",""
,,,,,,,,"ribonucleic acid",,"UNC93B1",,"false",,"UNC93B1","UNC93B1","9606","Homo sapiens","Human",,,"Unc-93B1",""
,,,,,,,,"ribonucleic acid",,"UBXN1",,"false",,"UBXN1","UBXN1","9606","Homo sapiens","Human",,,"UBXD10",""
,,,,,,,,"ribonucleic acid",,"AHNAK",,"false",,"AHNAK","AHNAK","9606","Homo sapiens","Human",,,"AHNAKRS",""
,,,,,,,,"ribonucleic acid",,"CTNND1",,"false",,"CTNND1","CTNND1","9606","Homo sapiens","Human",,,"p120(CTN)",""
,,,,,,,,"ribonucleic acid",,"CRY2",,"false",,"CRY2","CRY2","9606","Homo sapiens","Human",,,"PHLL2",""
,,,,,,,,"ribonucleic acid",,"PDHX",,"false",,"PDHX","PDHX","9606","Homo sapiens","Human",,,"proX",""
,,,,,,,,"ribonucleic acid",,"DEPDC7",,"false",,"DEPDC7","DEPDC7","9606","Homo sapiens","Human",,,"dJ85M6.4",""
,,,,,,,,"ribonucleic acid",,"CTR9",,"false",,"CTR9","CTR9","9606","Homo sapiens","Human",,,"p150TSP",""
,,,,,,,,"ribonucleic acid",,"BAG3",,"false",,"BAG3","BAG3","9606","Homo sapiens","Human",,,"MFM6",""
,,,,,,,,"ribonucleic acid",,"NDUFB8",,"false",,"NDUFB8","NDUFB8","9606","Homo sapiens","Human",,,"CI-ASHI","RP11-411B6.5"
,,,,,,,,"ribonucleic acid",,"PDLIM1",,"false",,"PDLIM1","PDLIM1","9606","Homo sapiens","Human",,,"hCLIM1",""
,,,,,,,,"ribonucleic acid",,"CPEB3",,"false",,"CPEB3","CPEB3","9606","Homo sapiens","Human",,,"","RP11-430L14.3"
,,,,,,,,"ribonucleic acid",,"SLC16A9",,"false",,"SLC16A9","SLC16A9","9606","Homo sapiens","Human",,,"MCT9",""
,,,,,,,,"ribonucleic acid",,"ABCA2",,"false",,"ABCA2","ABCA2","9606","Homo sapiens","Human",,,"ABC2","RP11-229P13.8"
,,,,,,,,"ribonucleic acid",,"PPP1R26",,"false",,"PPP1R26","PPP1R26","9606","Homo sapiens","Human",,,"KIAA0649","RP11-426A6.6"
,,,,,,,,"ribonucleic acid",,"EXOSC2",,"false",,"EXOSC2","EXOSC2","9606","Homo sapiens","Human",,,"p7","RP11-57C19.4"
,,,,,,,,"ribonucleic acid",,"SLC27A4",,"false",,"SLC27A4","SLC27A4","9606","Homo sapiens","Human",,,"IPS","RP11-339B21.7"
,,,,,,,,"ribonucleic acid",,"SLC25A25",,"false",,"SLC25A25","SLC25A25","9606","Homo sapiens","Human",,,"SCAMC-2","RP11-395P17.4"
,,,,,,,,"ribonucleic acid",,"AK1",,"false",,"AK1","AK1","9606","Homo sapiens","Human",,,"HTL-S-58j","RP11-203J24.1"
,,,,,,,,"ribonucleic acid",,"FAM120A",,"false",,"FAM120A","FAM120A","9606","Homo sapiens","Human",,,"OSSA",""
,,,,,,,,"ribonucleic acid",,"EXOSC3",,"false",,"EXOSC3","EXOSC3","9606","Homo sapiens","Human",,,"p10","CGI-102"
,,,,,,,,"ribonucleic acid",,"TAF1L",,"false",,"TAF1L","TAF1L","9606","Homo sapiens","Human",,,"TAF2A2",""
,,,,,,,,"ribonucleic acid",,"NDUFB9",,"false",,"NDUFB9","NDUFB9","9606","Homo sapiens","Human",,,"UQOR22",""
,,,,,,,,"ribonucleic acid",,"ATAD2",,"false",,"ATAD2","ATAD2","9606","Homo sapiens","Human",,,"PRO2000","L16"
,,,,,,,,"ribonucleic acid",,"DEPTOR",,"false",,"DEPTOR","DEPTOR","9606","Homo sapiens","Human",,,"DEPDC6",""
,,,,,,,,"ribonucleic acid",,"TPD52",,"false",,"TPD52","TPD52","9606","Homo sapiens","Human",,,"hD52",""
,,,,,,,,"ribonucleic acid",,"PBK",,"false",,"PBK","PBK","9606","Homo sapiens","Human",,,"TOPK",""
,,,,,,,,"ribonucleic acid",,"R3HCC1",,"false",,"R3HCC1","R3HCC1","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"SH2D4A",,"false",,"SH2D4A","SH2D4A","9606","Homo sapiens","Human",,,"SH2A",""
,,,,,,,,"ribonucleic acid",,"SLC35B4",,"false",,"SLC35B4","SLC35B4","9606","Homo sapiens","Human",,,"YEA4","PSEC0055"
,,,,,,,,"ribonucleic acid",,"PODXL",,"false",,"PODXL","PODXL","9606","Homo sapiens","Human",,,"PCLP-1",""
,,,,,,,,"ribonucleic acid",,"NAMPT",,"false",,"NAMPT","NAMPT","9606","Homo sapiens","Human",,,"VISFATIN",""
,,,,,,,,"ribonucleic acid",,"MCM7",,"false",,"MCM7","MCM7","9606","Homo sapiens","Human",,,"PPP1R104",""
,,,,,,,,"ribonucleic acid",,"KRIT1",,"false",,"KRIT1","KRIT1","9606","Homo sapiens","Human",,,"CCM1",""
,,,,,,,,"ribonucleic acid",,"ADAM22",,"false",,"ADAM22","ADAM22","9606","Homo sapiens","Human",,,"MDC2",""
,,,,,,,,"ribonucleic acid",,"KBTBD2",,"false",,"KBTBD2","KBTBD2","9606","Homo sapiens","Human",,,"BKLHD1","CGI-73"
,,,,,,,,"ribonucleic acid",,"RPF2",,"false",,"RPF2","RPF2","9606","Homo sapiens","Human",,,"bA397G5.4","RP11-397G5.1"
,,,,,,,,"ribonucleic acid",,"GTF3C6",,"false",,"GTF3C6","GTF3C6","9606","Homo sapiens","Human",,,"bA397G5.3","NPD020"
,,,,,,,,"ribonucleic acid",,"SESN1",,"false",,"SESN1","SESN1","9606","Homo sapiens","Human",,,"SEST1","RP11-787I22.2"
,,,,,,,,"ribonucleic acid",,"HSP90AB1",,"false",,"HSP90AB1","HSP90AB1","9606","Homo sapiens","Human",,,"HSPCB","RP1-302G2.1"
,,,,,,,,"ribonucleic acid",,"POLH",,"false",,"POLH","POLH","9606","Homo sapiens","Human",,,"XPV","RP11-22I24.1"
,,,,,,,,"ribonucleic acid",,"ABHD16A",,"false",,"ABHD16A","ABHD16A","9606","Homo sapiens","Human",,,"PP199","DAQB-195H10.5"
,,,,,,,,"ribonucleic acid",,"CSNK2B",,"false",,"CSNK2B","CSNK2B","9606","Homo sapiens","Human",,,"G5A","DADB-127H9.2"
,,,,,,,,"ribonucleic acid",,"SLU7",,"false",,"SLU7","SLU7","9606","Homo sapiens","Human",,,"hSlu7",""
,,,,,,,,"ribonucleic acid",,"ZBED8",,"false",,"ZBED8","ZBED8","9606","Homo sapiens","Human",,,"C5orf54",""
,,,,,,,,"ribonucleic acid",,"PAIP2",,"false",,"PAIP2","PAIP2","9606","Homo sapiens","Human",,,"PAIP2A","HSPC218"
,,,,,,,,"ribonucleic acid",,"H2AFY",,"false",,"H2AFY","H2AFY","9606","Homo sapiens","Human",,,"macroH2A1.2",""
,,,,,,,,"ribonucleic acid",,"FER",,"false",,"FER","FER","9606","Homo sapiens","Human",,,"TYK3",""
,,,,,,,,"ribonucleic acid",,"IPO11",,"false",,"IPO11","IPO11","9606","Homo sapiens","Human",,,"RanBP11",""
,,,,,,,,"ribonucleic acid",,"DROSHA",,"false",,"DROSHA","DROSHA","9606","Homo sapiens","Human",,,"RNASEN",""
,,,,,,,,"ribonucleic acid",,"ANKRD33B",,"false",,"ANKRD33B","ANKRD33B","9606","Homo sapiens","Human",,,"","RP11-215G15.5"
,,,,,,,,"ribonucleic acid",,"SDHA",,"false",,"SDHA","SDHA","9606","Homo sapiens","Human",,,"SDHF",""
,,,,,,,,"ribonucleic acid",,"GRSF1",,"false",,"GRSF1","GRSF1","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"ATP10D",,"false",,"ATP10D","ATP10D","9606","Homo sapiens","Human",,,"ATPVD",""
,,,,,,,,"ribonucleic acid",,"AFAP1",,"false",,"AFAP1","AFAP1","9606","Homo sapiens","Human",,,"AFAP110",""
,,,,,,,,"ribonucleic acid",,"NELFA",,"false",,"NELFA","NELFA","9606","Homo sapiens","Human",,,"WHSC2","P/OKcl.15"
,,,,,,,,"ribonucleic acid",,"FGFRL1",,"false",,"FGFRL1","FGFRL1","9606","Homo sapiens","Human",,,"FHFR","UNQ480/PRO943"
,,,,,,,,"ribonucleic acid",,"YEATS2",,"false",,"YEATS2","YEATS2","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"MFSD1",,"false",,"MFSD1","MFSD1","9606","Homo sapiens","Human",,,"SMAP4","UG0581B09"
,,,,,,,,"ribonucleic acid",,"RNF13",,"false",,"RNF13","RNF13","9606","Homo sapiens","Human",,,"RZF",""
,,,,,,,,"ribonucleic acid",,"HPS3",,"false",,"HPS3","HPS3","9606","Homo sapiens","Human",,,"SUTAL",""
,,,,,,,,"ribonucleic acid",,"EEFSEC",,"false",,"EEFSEC","EEFSEC","9606","Homo sapiens","Human",,,"SELB",""
,,,,,,,,"ribonucleic acid",,"RUVBL1",,"false",,"RUVBL1","RUVBL1","9606","Homo sapiens","Human",,,"TIP49A",""
,,,,,,,,"ribonucleic acid",,"ZXDC",,"false",,"ZXDC","ZXDC","9606","Homo sapiens","Human",,,"ZXDL","UNQ2790"
,,,,,,,,"ribonucleic acid",,"PDIA5",,"false",,"PDIA5","PDIA5","9606","Homo sapiens","Human",,,"PDIR",""
,,,,,,,,"ribonucleic acid",,"DZIP3",,"false",,"DZIP3","DZIP3","9606","Homo sapiens","Human",,,"hRUL138",""
,,,,,,,,"ribonucleic acid",,"KIAA1524",,"false",,"KIAA1524","KIAA1524","9606","Homo sapiens","Human",,,"p90",""
,,,,,,,,"ribonucleic acid",,"MINA",,"false",,"MINA","MINA","9606","Homo sapiens","Human",,,"ROX",""
,,,,,,,,"ribonucleic acid",,"PFKFB4",,"false",,"PFKFB4","PFKFB4","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"CDC25A",,"false",,"CDC25A","CDC25A","9606","Homo sapiens","Human",,,"CDC25A2",""
,,,,,,,,"ribonucleic acid",,"PLCL2",,"false",,"PLCL2","PLCL2","9606","Homo sapiens","Human",,,"PLCE2",""
,,,,,,,,"ribonucleic acid",,"ARPC4-TTLL3",,"false",,"ARPC4-TTLL3","ARPC4-TTLL3","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"SETD5",,"false",,"SETD5","SETD5","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"FARSB",,"false",,"FARSB","FARSB","9606","Homo sapiens","Human",,,"PheRS","HSPC173"
,,,,,,,,"ribonucleic acid",,"TTLL4",,"false",,"TTLL4","TTLL4","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"ZNF142",,"false",,"ZNF142","ZNF142","9606","Homo sapiens","Human",,,"pHZ-49",""
,,,,,,,,"ribonucleic acid",,"ANKRD44",,"false",,"ANKRD44","ANKRD44","9606","Homo sapiens","Human",,,"PP6-ARS-B",""
,,,,,,,,"ribonucleic acid",,"KYNU",,"false",,"KYNU","KYNU","9606","Homo sapiens","Human",,,"KYNUU",""
,,,,,,,,"ribonucleic acid",,"ERCC3",,"false",,"ERCC3","ERCC3","9606","Homo sapiens","Human",,,"XPB",""
,,,,,,,,"ribonucleic acid",,"ACTR3",,"false",,"ACTR3","ACTR3","9606","Homo sapiens","Human",,,"ARP3",""
,,,,,,,,"ribonucleic acid",,"BUB1",,"false",,"BUB1","BUB1","9606","Homo sapiens","Human",,,"hBUB1",""
,,,,,,,,"ribonucleic acid",,"PNPT1",,"false",,"PNPT1","PNPT1","9606","Homo sapiens","Human",,,"old-35",""
,,,,,,,,"ribonucleic acid",,"FAM98A",,"false",,"FAM98A","FAM98A","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"WDR43",,"false",,"WDR43","WDR43","9606","Homo sapiens","Human",,,"UTP5",""
,,,,,,,,"ribonucleic acid",,"B3GALNT2",,"false",,"B3GALNT2","B3GALNT2","9606","Homo sapiens","Human",,,"MDDGA11",""
,,,,,,,,"ribonucleic acid",,"EPHX1",,"false",,"EPHX1","EPHX1","9606","Homo sapiens","Human",,,"MEH",""
,,,,,,,,"ribonucleic acid",,"TP53BP2",,"false",,"TP53BP2","TP53BP2","9606","Homo sapiens","Human",,,"PPP1R13A",""
,,,,,,,,"ribonucleic acid",,"EPRS",,"false",,"EPRS","EPRS","9606","Homo sapiens","Human",,,"QPRS","PIG32"
,,,,,,,,"ribonucleic acid",,"CEP350",,"false",,"CEP350","CEP350","9606","Homo sapiens","Human",,,"GM133","RP11-502H18.1"
,,,,,,,,"ribonucleic acid",,"MRPL24",,"false",,"MRPL24","MRPL24","9606","Homo sapiens","Human",,,"MRP-L24",""
,,,,,,,,"ribonucleic acid",,"NES",,"false",,"NES","NES","9606","Homo sapiens","Human",,,"","Nbla00170"
,,,,,,,,"ribonucleic acid",,"SSR2",,"false",,"SSR2","SSR2","9606","Homo sapiens","Human",,,"TRAPB","HSD25"
,,,,,,,,"ribonucleic acid",,"BCAS2",,"false",,"BCAS2","BCAS2","9606","Homo sapiens","Human",,,"Snt309",""
,,,,,,,,"ribonucleic acid",,"ATXN7L2",,"false",,"ATXN7L2","ATXN7L2","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"RWDD3",,"false",,"RWDD3","RWDD3","9606","Homo sapiens","Human",,,"RSUME",""
,,,,,,,,"ribonucleic acid",,"ZNF644",,"false",,"ZNF644","ZNF644","9606","Homo sapiens","Human",,,"ZEP-2",""
,,,,,,,,"ribonucleic acid",,"ODF2L",,"false",,"ODF2L","ODF2L","9606","Homo sapiens","Human",,,"dJ977L11.1","RP5-977L11.1"
,,,,,,,,"ribonucleic acid",,"PCSK9",,"false",,"PCSK9","PCSK9","9606","Homo sapiens","Human",,,"PC9","PSEC0052"
,,,,,,,,"ribonucleic acid",,"LRRC41",,"false",,"LRRC41","LRRC41","9606","Homo sapiens","Human",,,"MUF1","PP7759"
,,,,,,,,"ribonucleic acid",,"IPO13",,"false",,"IPO13","IPO13","9606","Homo sapiens","Human",,,"RANBP13","RP11-7O11.4"
,,,,,,,,"ribonucleic acid",,"NFYC-AS1",,"false",,"NFYC-AS1","NFYC-AS1","9606","Homo sapiens","Human",,,"0808y08y",""
,,,,,,,,"ribonucleic acid",,"GPN2",,"false",,"GPN2","GPN2","9606","Homo sapiens","Human",,,"ATPBD1B","RP1-50O24.5"
,,,,,,,,"ribonucleic acid",,"PQLC2",,"false",,"PQLC2","PQLC2","9606","Homo sapiens","Human",,,"","RP4-657E11.5"
,,,,,,,,"ribonucleic acid",,"MFN2",,"false",,"MFN2","MFN2","9606","Homo sapiens","Human",,,"MARF","RP5-1077B9.3"
,,,,,,,,"ribonucleic acid",,"PARK7",,"false",,"PARK7","PARK7","9606","Homo sapiens","Human",,,"HEL-S-67p","CTA-215D11.1"
,,,,,,,,"ribonucleic acid",,"UBL4A",,"false",,"UBL4A","UBL4A","9606","Homo sapiens","Human",,,"UBL4","XX-FW89031B12.1"
,,,,,,,,"ribonucleic acid",,"FAM50A",,"false",,"FAM50A","FAM50A","9606","Homo sapiens","Human",,,"XAP5","XX-FW81657B9.2"
,,,,,,,,"ribonucleic acid",,"ATP6AP1",,"false",,"ATP6AP1","ATP6AP1","9606","Homo sapiens","Human",,,"XAP3","XX-FW83563B9.4"
,,,,,,,,"ribonucleic acid",,"TAZ",,"false",,"TAZ","TAZ","9606","Homo sapiens","Human",,,"Taz1","XX-FW83563B9.3"
,,,,,,,,"ribonucleic acid",,"EMD",,"false",,"EMD","EMD","9606","Homo sapiens","Human",,,"STA","XX-FW88778H2.1"
,,,,,,,,"ribonucleic acid",,"NSDHL",,"false",,"NSDHL","NSDHL","9606","Homo sapiens","Human",,,"XAP104",""
,,,,,,,,"ribonucleic acid",,"HMGB3",,"false",,"HMGB3","HMGB3","9606","Homo sapiens","Human",,,"HMG4",""
,,,,,,,,"ribonucleic acid",,"FIRRE",,"false",,"FIRRE","FIRRE","9606","Homo sapiens","Human",,,"LINC01200","RP11-453F18__B.1"
,,,,,,,,"ribonucleic acid",,"NKRF",,"false",,"NKRF","NKRF","9606","Homo sapiens","Human",,,"NRF",""
,,,,,,,,"ribonucleic acid",,"TMEM164",,"false",,"TMEM164","TMEM164","9606","Homo sapiens","Human",,,"bB360B22.3","RP13-360B22.2"
,,,,,,,,"ribonucleic acid",,"CSTF2",,"false",,"CSTF2","CSTF2","9606","Homo sapiens","Human",,,"CstF-64","RP1-146H21.2"
,,,,,,,,"ribonucleic acid",,"MAGT1",,"false",,"MAGT1","MAGT1","9606","Homo sapiens","Human",,,"bA217H1.1","RP11-217H1.1"
,,,,,,,,"ribonucleic acid",,"ZMYM3",,"false",,"ZMYM3","ZMYM3","9606","Homo sapiens","Human",,,"ZNF261",""
,,,,,,,,"ribonucleic acid",,"KIF4A",,"false",,"KIF4A","KIF4A","9606","Homo sapiens","Human",,,"MRX100",""
,,,,,,,,"ribonucleic acid",,"OTUD5",,"false",,"OTUD5","OTUD5","9606","Homo sapiens","Human",,,"DUBA",""
,,,,,,,,"ribonucleic acid",,"RBM3",,"false",,"RBM3","RBM3","9606","Homo sapiens","Human",,,"RNPL",""
,,,,,,,,"ribonucleic acid",,"USP11",,"false",,"USP11","USP11","9606","Homo sapiens","Human",,,"UHX1","RP4-659F15.2"
,,,,,,,,"ribonucleic acid",,"PHKA2-AS1",,"false",,"PHKA2-AS1","PHKA2-AS1","9606","Homo sapiens","Human",,,"","RP3-499B10.4"
,,,,,,,,"ribonucleic acid",,"HDHD1",,"false",,"HDHD1","HDHD1","9606","Homo sapiens","Human",,,"HDHD1A",""
,,,,,,,,"ribonucleic acid",,"PACSIN2",,"false",,"PACSIN2","PACSIN2","9606","Homo sapiens","Human",,,"SDPII","AL049758.1"
,,,,,,,,"ribonucleic acid",,"POLDIP3",,"false",,"POLDIP3","POLDIP3","9606","Homo sapiens","Human",,,"SKAR","RP1-222E13.9"
,,,,,,,,"ribonucleic acid",,"SMDT1",,"false",,"SMDT1","SMDT1","9606","Homo sapiens","Human",,,"dJ186O1.1",""
,,,,,,,,"ribonucleic acid",,"CCDC134",,"false",,"CCDC134","CCDC134","9606","Homo sapiens","Human",,,"dJ821D11.3","RP5-821D11.6"
,,,,,,,,"ribonucleic acid",,"DESI1",,"false",,"DESI1","DESI1","9606","Homo sapiens","Human",,,"PPPDE2",""
,,,,,,,,"ribonucleic acid",,"ZC3H7B",,"false",,"ZC3H7B","ZC3H7B","9606","Homo sapiens","Human",,,"RoXaN",""
,,,,,,,,"ribonucleic acid",,"SLC25A17",,"false",,"SLC25A17","SLC25A17","9606","Homo sapiens","Human",,,"PMP34","RP3-362J20.2"
,,,,,,,,"ribonucleic acid",,"PDXP",,"false",,"PDXP","PDXP","9606","Homo sapiens","Human",,,"dJ37E16.5","RP1-37E16.5"
